Incite Collective,author
Delta Web Graphics,printer
Type A,collaborator
Delta Web Graphics,printer
Union Art Services,illustrator
925 Magazine,collaborator
Partisan,photographer
N.F.B.,photographer
OPSEU,photographer
Fuse,interviewer
East Indian Refugee Aid Committee,interviewee
Delta Web Graphics,printer
Rosetta Records,photographer
Lama Labs,collaborator
Maclean-Hunter Ltd.,printer
Delta Web Graphics,printer
Toronto Artists' Union,author
Four the Moment,interviewee
Lama Labs,collaborator
Maclean-Hunter Ltd.,printer
Delta Web Graphics,printer
The Government,interviewee
General Idea,author
Marshalore,interviewee
Delta Web Graphics,printer
Lama Labs,collaborator
Delta Web Graphics,printer
Union Art Services,illustrator
Honor-Ford-Smith,collaborator
PinkType,collaborator
Delta Web Graphics,printer
Housewives in Dialogue,collaborator
Delta Web Graphics,printer
Artista Records,photographer
Body Politic,photographer
NFB,photographer
Moral Lepers,photographer
Women's Press,photographer
Delta Web Graphics,printer
Lama Labs,collaborator
Delta Web Graphics,printer
Bowden's Wire Service,collaborator
General Idea,author
Delta Web Graphics,printer
Williams/Wallace Publishers,photographer
E.P. Dutton Inc.,photographer
Delta Web Graphics,printer
The Independent Artists Union,collaborator
Plum Studios,photographer
Rebel Zone,collaborator
The Independent Artists Union,author
Delta Web Graphics,printer
WEAT Television,photographer
Body Politic,photographer
Rebel Type,collaborator
Moral Lepers,interviewee
Delta Web Graphics,printer
Type A,collaborator
The Ontario Coalition for Abortion Clinics,author
Delta Web Graphics,printer
PinkType,collaborator
Teak Printing Services Ltd.,collaborator
Women Healthsharing,collaborator
Toronto Women's Bookstore,collaborator
Longhouse Book Shop Inc.,collaborator
Lama Labs,collaborator
Maclean-Hunter Ltd.,printer
The Film League,collaborator
Monkey,photographer
C.P.P.A.,collaborator
TBA,interviewee
The Film League,author
Delta Web Graphics,printer
Arista Records,photographer
Black Rose Books,photographer
Body Politic,photographer
Broadside,photographer
Clarion,photographer
Cruise Missile Conversion Project,photographer
Flying Fish Records,photographer
GLARE,photographer
Orpen & Dennys,photographer
Pan Canadian,photographer
Paradise Films,photographer
Philadelphia International Records,photographer
Red Star Media Group,photographer
Delta Web Graphics,printer
RUNT,designer
B-Bond,photographer
Rebel Type,collaborator
Lama Labs,collaborator
Maclean-Hunter Ltd.,printer
Delta Web Graphics,printer
Type A,collaborator
Delta Web Graphics,printer
Franklin,photographer
Delta Web Graphics,printer
Arista Records,photographer
Black Rose Books,photographer
Bola Press,photographer
International General,photographer
Megatek,photographer
Poetry in Motion,photographer
Processed World,photographer
Toronto Clarion,photographer
The Feminist Editorial,author
PinkType,collaborator
Teak Printing Services Ltd.,collaborator
Mama Quilla Collective,author
Nightwood Theatre,collaborator
PinkType,collaborator
The H.A.G.,collaborator
PinkType,collaborator
The H.A.G.,illustrator
